"","date","borough","syndrome","Ages 0-4 years","Ages 18-64 years","Ages 5-17 years","Ages 65+ years","All age groups","o65","u5","dow","epiyr","jul1.date","day.index"
"6989",2018-09-25,"Citywide","Respiratory",221,584,202,296,1303,296,221,"Tuesday",2018,2018-07-01,86
"6996",2018-09-26,"Citywide","Respiratory",203,632,197,283,1315,283,203,"Wednesday",2018,2018-07-01,87
"7003",2018-09-27,"Citywide","Respiratory",226,605,165,246,1242,246,226,"Thursday",2018,2018-07-01,88
"7010",2018-09-28,"Citywide","Respiratory",203,559,149,241,1152,241,203,"Friday",2018,2018-07-01,89
"7017",2018-09-29,"Citywide","Respiratory",191,532,138,246,1107,246,191,"Saturday",2018,2018-07-01,90
"7024",2018-09-30,"Citywide","Respiratory",238,526,187,213,1164,213,238,"Sunday",2018,2018-07-01,91
"7031",2018-10-01,"Citywide","Respiratory",247,754,258,295,1554,295,247,"Monday",2018,2018-07-01,92
"7038",2018-10-02,"Citywide","Respiratory",230,702,219,321,1472,321,230,"Tuesday",2018,2018-07-01,93
"7045",2018-10-03,"Citywide","Respiratory",214,646,199,258,1317,258,214,"Wednesday",2018,2018-07-01,94
"7052",2018-10-04,"Citywide","Respiratory",237,667,170,339,1413,339,237,"Thursday",2018,2018-07-01,95
"7059",2018-10-05,"Citywide","Respiratory",222,633,155,284,1294,284,222,"Friday",2018,2018-07-01,96
"7066",2018-10-06,"Citywide","Respiratory",257,500,138,266,1161,266,257,"Saturday",2018,2018-07-01,97
"7073",2018-10-07,"Citywide","Respiratory",274,578,147,250,1249,250,274,"Sunday",2018,2018-07-01,98
"7080",2018-10-08,"Citywide","Respiratory",291,656,144,359,1450,359,291,"Monday",2018,2018-07-01,99
"7087",2018-10-09,"Citywide","Respiratory",245,777,177,305,1504,305,245,"Tuesday",2018,2018-07-01,100
"7094",2018-10-10,"Citywide","Respiratory",262,690,171,306,1429,306,262,"Wednesday",2018,2018-07-01,101
"7101",2018-10-11,"Citywide","Respiratory",246,634,136,308,1324,308,246,"Thursday",2018,2018-07-01,102
"7108",2018-10-12,"Citywide","Respiratory",213,662,136,299,1310,299,213,"Friday",2018,2018-07-01,103
"7115",2018-10-13,"Citywide","Respiratory",254,561,125,247,1187,247,254,"Saturday",2018,2018-07-01,104
"7122",2018-10-14,"Citywide","Respiratory",262,553,155,270,1240,270,262,"Sunday",2018,2018-07-01,105
"7129",2018-10-15,"Citywide","Respiratory",267,779,176,339,1561,339,267,"Monday",2018,2018-07-01,106
"7136",2018-10-16,"Citywide","Respiratory",273,657,193,280,1403,280,273,"Tuesday",2018,2018-07-01,107
"7143",2018-10-17,"Citywide","Respiratory",238,677,182,309,1406,309,238,"Wednesday",2018,2018-07-01,108
"7150",2018-10-18,"Citywide","Respiratory",251,595,194,309,1349,309,251,"Thursday",2018,2018-07-01,109
"7157",2018-10-19,"Citywide","Respiratory",253,568,183,292,1296,292,253,"Friday",2018,2018-07-01,110
"7164",2018-10-20,"Citywide","Respiratory",266,533,171,274,1244,274,266,"Saturday",2018,2018-07-01,111
"7171",2018-10-21,"Citywide","Respiratory",264,497,163,247,1171,247,264,"Sunday",2018,2018-07-01,112
"7178",2018-10-22,"Citywide","Respiratory",293,686,234,325,1538,325,293,"Monday",2018,2018-07-01,113
"7185",2018-10-23,"Citywide","Respiratory",282,631,219,327,1459,327,282,"Tuesday",2018,2018-07-01,114
"7192",2018-10-24,"Citywide","Respiratory",256,536,220,296,1308,296,256,"Wednesday",2018,2018-07-01,115
"7199",2018-10-25,"Citywide","Respiratory",297,569,185,285,1336,285,297,"Thursday",2018,2018-07-01,116
"7206",2018-10-26,"Citywide","Respiratory",257,507,184,271,1219,271,257,"Friday",2018,2018-07-01,117
"7213",2018-10-27,"Citywide","Respiratory",251,445,168,201,1065,201,251,"Saturday",2018,2018-07-01,118
"7220",2018-10-28,"Citywide","Respiratory",289,475,187,241,1192,241,289,"Sunday",2018,2018-07-01,119
"7227",2018-10-29,"Citywide","Respiratory",329,600,261,350,1540,350,329,"Monday",2018,2018-07-01,120
"7234",2018-10-30,"Citywide","Respiratory",285,564,225,270,1344,270,285,"Tuesday",2018,2018-07-01,121
"7241",2018-10-31,"Citywide","Respiratory",251,518,163,276,1208,276,251,"Wednesday",2018,2018-07-01,122
"7248",2018-11-01,"Citywide","Respiratory",321,591,200,281,1393,281,321,"Thursday",2018,2018-07-01,123
"7255",2018-11-02,"Citywide","Respiratory",290,536,194,275,1295,275,290,"Friday",2018,2018-07-01,124
"7262",2018-11-03,"Citywide","Respiratory",274,448,161,198,1081,198,274,"Saturday",2018,2018-07-01,125
"7269",2018-11-04,"Citywide","Respiratory",315,432,207,193,1147,193,315,"Sunday",2018,2018-07-01,126
"7276",2018-11-05,"Citywide","Respiratory",332,654,214,274,1474,274,332,"Monday",2018,2018-07-01,127
"7283",2018-11-06,"Citywide","Respiratory",308,527,181,287,1303,287,308,"Tuesday",2018,2018-07-01,128
"7290",2018-11-07,"Citywide","Respiratory",306,615,206,293,1420,293,306,"Wednesday",2018,2018-07-01,129
"7297",2018-11-08,"Citywide","Respiratory",343,561,201,289,1394,289,343,"Thursday",2018,2018-07-01,130
"7304",2018-11-09,"Citywide","Respiratory",271,507,178,264,1220,264,271,"Friday",2018,2018-07-01,131
"7311",2018-11-10,"Citywide","Respiratory",325,442,167,201,1135,201,325,"Saturday",2018,2018-07-01,132
"7318",2018-11-11,"Citywide","Respiratory",365,433,154,228,1180,228,365,"Sunday",2018,2018-07-01,133
"7325",2018-11-12,"Citywide","Respiratory",393,576,190,307,1466,307,393,"Monday",2018,2018-07-01,134
"7332",2018-11-13,"Citywide","Respiratory",313,558,199,237,1307,237,313,"Tuesday",2018,2018-07-01,135
"7339",2018-11-14,"Citywide","Respiratory",301,535,176,242,1254,242,301,"Wednesday",2018,2018-07-01,136
"7346",2018-11-15,"Citywide","Respiratory",249,460,135,207,1051,207,249,"Thursday",2018,2018-07-01,137
"7353",2018-11-16,"Citywide","Respiratory",298,552,156,255,1261,255,298,"Friday",2018,2018-07-01,138
"7360",2018-11-17,"Citywide","Respiratory",319,505,182,257,1263,257,319,"Saturday",2018,2018-07-01,139
"7367",2018-11-18,"Citywide","Respiratory",363,569,193,239,1364,239,363,"Sunday",2018,2018-07-01,140
"7374",2018-11-19,"Citywide","Respiratory",367,750,246,327,1690,327,367,"Monday",2018,2018-07-01,141
"7381",2018-11-20,"Citywide","Respiratory",353,570,239,312,1474,312,353,"Tuesday",2018,2018-07-01,142
"7388",2018-11-21,"Citywide","Respiratory",336,476,133,224,1169,224,336,"Wednesday",2018,2018-07-01,143
"7395",2018-11-22,"Citywide","Respiratory",249,366,114,153,882,153,249,"Thursday",2018,2018-07-01,144
"7402",2018-11-23,"Citywide","Respiratory",353,600,204,263,1420,263,353,"Friday",2018,2018-07-01,145
"7409",2018-11-24,"Citywide","Respiratory",378,563,194,267,1402,267,378,"Saturday",2018,2018-07-01,146
"7416",2018-11-25,"Citywide","Respiratory",407,586,202,255,1450,255,407,"Sunday",2018,2018-07-01,147
"7423",2018-11-26,"Citywide","Respiratory",421,731,258,352,1762,352,421,"Monday",2018,2018-07-01,148
"7430",2018-11-27,"Citywide","Respiratory",352,713,231,291,1587,291,352,"Tuesday",2018,2018-07-01,149
"7437",2018-11-28,"Citywide","Respiratory",369,587,188,265,1409,265,369,"Wednesday",2018,2018-07-01,150
"7444",2018-11-29,"Citywide","Respiratory",329,594,189,303,1415,303,329,"Thursday",2018,2018-07-01,151
"7451",2018-11-30,"Citywide","Respiratory",292,583,188,299,1362,299,292,"Friday",2018,2018-07-01,152
"7458",2018-12-01,"Citywide","Respiratory",347,527,169,243,1286,243,347,"Saturday",2018,2018-07-01,153
"7465",2018-12-02,"Citywide","Respiratory",383,548,195,271,1397,271,383,"Sunday",2018,2018-07-01,154
"7472",2018-12-03,"Citywide","Respiratory",406,711,265,347,1729,347,406,"Monday",2018,2018-07-01,155
"7479",2018-12-04,"Citywide","Respiratory",352,648,236,303,1539,303,352,"Tuesday",2018,2018-07-01,156
"7486",2018-12-05,"Citywide","Respiratory",349,620,213,272,1454,272,349,"Wednesday",2018,2018-07-01,157
"7493",2018-12-06,"Citywide","Respiratory",331,585,200,287,1403,287,331,"Thursday",2018,2018-07-01,158
"7500",2018-12-07,"Citywide","Respiratory",370,559,188,224,1341,224,370,"Friday",2018,2018-07-01,159
"7507",2018-12-08,"Citywide","Respiratory",361,480,189,254,1284,254,361,"Saturday",2018,2018-07-01,160
"7514",2018-12-09,"Citywide","Respiratory",393,502,215,235,1345,235,393,"Sunday",2018,2018-07-01,161
"7521",2018-12-10,"Citywide","Respiratory",440,755,314,319,1828,319,440,"Monday",2018,2018-07-01,162
"7528",2018-12-11,"Citywide","Respiratory",380,674,281,295,1630,295,380,"Tuesday",2018,2018-07-01,163
"7535",2018-12-12,"Citywide","Respiratory",365,647,266,286,1564,286,365,"Wednesday",2018,2018-07-01,164
"7542",2018-12-13,"Citywide","Respiratory",377,638,219,275,1509,275,377,"Thursday",2018,2018-07-01,165
"7549",2018-12-14,"Citywide","Respiratory",336,629,227,286,1478,286,336,"Friday",2018,2018-07-01,166
"7556",2018-12-15,"Citywide","Respiratory",410,617,231,259,1517,259,410,"Saturday",2018,2018-07-01,167
"7563",2018-12-16,"Citywide","Respiratory",388,564,246,241,1439,241,388,"Sunday",2018,2018-07-01,168
"7570",2018-12-17,"Citywide","Respiratory",414,738,337,358,1847,358,414,"Monday",2018,2018-07-01,169
"7577",2018-12-18,"Citywide","Respiratory",354,722,300,297,1673,297,354,"Tuesday",2018,2018-07-01,170
"7584",2018-12-19,"Citywide","Respiratory",410,601,262,293,1566,293,410,"Wednesday",2018,2018-07-01,171
"7591",2018-12-20,"Citywide","Respiratory",352,678,233,316,1579,316,352,"Thursday",2018,2018-07-01,172
"7598",2018-12-21,"Citywide","Respiratory",291,602,217,274,1384,274,291,"Friday",2018,2018-07-01,173
"7605",2018-12-22,"Citywide","Respiratory",345,634,230,263,1472,263,345,"Saturday",2018,2018-07-01,174
"7612",2018-12-23,"Citywide","Respiratory",401,597,277,278,1553,278,401,"Sunday",2018,2018-07-01,175
"7619",2018-12-24,"Citywide","Respiratory",360,614,264,276,1514,276,360,"Monday",2018,2018-07-01,176
"7626",2018-12-25,"Citywide","Respiratory",402,625,251,231,1509,231,402,"Tuesday",2018,2018-07-01,177
"7633",2018-12-26,"Citywide","Respiratory",497,889,304,380,2070,380,497,"Wednesday",2018,2018-07-01,178
"7640",2018-12-27,"Citywide","Respiratory",429,844,211,334,1818,334,429,"Thursday",2018,2018-07-01,179
"7647",2018-12-28,"Citywide","Respiratory",402,839,195,352,1788,352,402,"Friday",2018,2018-07-01,180
"7654",2018-12-29,"Citywide","Respiratory",388,758,235,348,1729,348,388,"Saturday",2018,2018-07-01,181
"7661",2018-12-30,"Citywide","Respiratory",388,776,206,291,1661,291,388,"Sunday",2018,2018-07-01,182
"7668",2018-12-31,"Citywide","Respiratory",328,665,154,320,1467,320,328,"Monday",2018,2018-07-01,183
"7675",2019-01-01,"Citywide","Respiratory",422,769,163,278,1632,278,422,"Tuesday",2018,2018-07-01,184
"7682",2019-01-02,"Citywide","Respiratory",387,898,225,423,1933,423,387,"Wednesday",2018,2018-07-01,185
"7689",2019-01-03,"Citywide","Respiratory",322,925,190,395,1832,395,322,"Thursday",2018,2018-07-01,186
"7696",2019-01-04,"Citywide","Respiratory",279,848,158,390,1675,390,279,"Friday",2018,2018-07-01,187
"7703",2019-01-05,"Citywide","Respiratory",267,772,142,355,1536,355,267,"Saturday",2018,2018-07-01,188
"7710",2019-01-06,"Citywide","Respiratory",302,721,163,294,1480,294,302,"Sunday",2018,2018-07-01,189
"7717",2019-01-07,"Citywide","Respiratory",291,912,222,396,1821,396,291,"Monday",2018,2018-07-01,190
"7724",2019-01-08,"Citywide","Respiratory",286,834,177,387,1684,387,286,"Tuesday",2018,2018-07-01,191
"7731",2019-01-09,"Citywide","Respiratory",243,760,205,374,1582,374,243,"Wednesday",2018,2018-07-01,192
"7738",2019-01-10,"Citywide","Respiratory",257,753,178,314,1502,314,257,"Thursday",2018,2018-07-01,193
"7745",2019-01-11,"Citywide","Respiratory",226,690,143,313,1372,313,226,"Friday",2018,2018-07-01,194
"7752",2019-01-12,"Citywide","Respiratory",258,592,139,298,1287,298,258,"Saturday",2018,2018-07-01,195
"7759",2019-01-13,"Citywide","Respiratory",238,620,215,255,1328,255,238,"Sunday",2018,2018-07-01,196
"7766",2019-01-14,"Citywide","Respiratory",277,829,262,383,1751,383,277,"Monday",2018,2018-07-01,197
"7773",2019-01-15,"Citywide","Respiratory",243,779,252,328,1602,328,243,"Tuesday",2018,2018-07-01,198
"7780",2019-01-16,"Citywide","Respiratory",255,715,222,324,1516,324,255,"Wednesday",2018,2018-07-01,199
"7787",2019-01-17,"Citywide","Respiratory",249,660,235,316,1460,316,249,"Thursday",2018,2018-07-01,200
"7794",2019-01-18,"Citywide","Respiratory",256,680,208,299,1443,299,256,"Friday",2018,2018-07-01,201
"7801",2019-01-19,"Citywide","Respiratory",258,628,199,281,1366,281,258,"Saturday",2018,2018-07-01,202
"7808",2019-01-20,"Citywide","Respiratory",239,657,224,285,1405,285,239,"Sunday",2018,2018-07-01,203
"7815",2019-01-21,"Citywide","Respiratory",215,621,198,276,1310,276,215,"Monday",2018,2018-07-01,204
"7822",2019-01-22,"Citywide","Respiratory",260,760,293,321,1634,321,260,"Tuesday",2018,2018-07-01,205
"7829",2019-01-23,"Citywide","Respiratory",264,822,268,332,1686,332,264,"Wednesday",2018,2018-07-01,206
"7836",2019-01-24,"Citywide","Respiratory",268,754,193,323,1538,323,268,"Thursday",2018,2018-07-01,207
"7843",2019-01-25,"Citywide","Respiratory",263,724,160,334,1481,334,263,"Friday",2018,2018-07-01,208
"7850",2019-01-26,"Citywide","Respiratory",250,634,156,272,1312,272,250,"Saturday",2018,2018-07-01,209
"7857",2019-01-27,"Citywide","Respiratory",265,670,239,263,1437,263,265,"Sunday",2018,2018-07-01,210
"7864",2019-01-28,"Citywide","Respiratory",269,824,301,394,1788,394,269,"Monday",2018,2018-07-01,211
"7871",2019-01-29,"Citywide","Respiratory",216,833,244,316,1609,316,216,"Tuesday",2018,2018-07-01,212
"7878",2019-01-30,"Citywide","Respiratory",244,693,171,290,1398,290,244,"Wednesday",2018,2018-07-01,213
"7885",2019-01-31,"Citywide","Respiratory",191,638,137,250,1216,250,191,"Thursday",2018,2018-07-01,214
"7892",2019-02-01,"Citywide","Respiratory",207,704,217,297,1425,297,207,"Friday",2018,2018-07-01,215
"7899",2019-02-02,"Citywide","Respiratory",233,614,200,279,1326,279,233,"Saturday",2018,2018-07-01,216
"7906",2019-02-03,"Citywide","Respiratory",237,633,249,280,1399,280,237,"Sunday",2018,2018-07-01,217
"7913",2019-02-04,"Citywide","Respiratory",275,903,290,420,1888,420,275,"Monday",2018,2018-07-01,218
"7920",2019-02-05,"Citywide","Respiratory",244,803,233,352,1632,352,244,"Tuesday",2018,2018-07-01,219
"7927",2019-02-06,"Citywide","Respiratory",263,802,280,350,1695,350,263,"Wednesday",2018,2018-07-01,220
"7934",2019-02-07,"Citywide","Respiratory",242,757,267,354,1620,354,242,"Thursday",2018,2018-07-01,221
"7941",2019-02-08,"Citywide","Respiratory",233,744,219,313,1509,313,233,"Friday",2018,2018-07-01,222
"7948",2019-02-09,"Citywide","Respiratory",214,565,155,280,1214,280,214,"Saturday",2018,2018-07-01,223
"7955",2019-02-10,"Citywide","Respiratory",244,602,245,280,1371,280,244,"Sunday",2018,2018-07-01,224
"7962",2019-02-11,"Citywide","Respiratory",269,829,295,356,1749,356,269,"Monday",2018,2018-07-01,225
"7969",2019-02-12,"Citywide","Respiratory",233,604,241,254,1332,254,233,"Tuesday",2018,2018-07-01,226
"7976",2019-02-13,"Citywide","Respiratory",215,730,263,304,1512,304,215,"Wednesday",2018,2018-07-01,227
"7983",2019-02-14,"Citywide","Respiratory",198,671,212,326,1407,326,198,"Thursday",2018,2018-07-01,228
"7990",2019-02-15,"Citywide","Respiratory",236,654,228,326,1444,326,236,"Friday",2018,2018-07-01,229
"7997",2019-02-16,"Citywide","Respiratory",240,584,192,264,1280,264,240,"Saturday",2018,2018-07-01,230
"8004",2019-02-17,"Citywide","Respiratory",265,645,251,282,1443,282,265,"Sunday",2018,2018-07-01,231
"8011",2019-02-18,"Citywide","Respiratory",284,758,277,353,1672,353,284,"Monday",2018,2018-07-01,232
"8018",2019-02-19,"Citywide","Respiratory",239,738,227,332,1536,332,239,"Tuesday",2018,2018-07-01,233
"8025",2019-02-20,"Citywide","Respiratory",213,664,169,270,1316,270,213,"Wednesday",2018,2018-07-01,234
"8032",2019-02-21,"Citywide","Respiratory",235,679,157,346,1417,346,235,"Thursday",2018,2018-07-01,235
"8039",2019-02-22,"Citywide","Respiratory",224,692,167,330,1413,330,224,"Friday",2018,2018-07-01,236
"8046",2019-02-23,"Citywide","Respiratory",263,624,144,262,1293,262,263,"Saturday",2018,2018-07-01,237
"8053",2019-02-24,"Citywide","Respiratory",233,604,138,234,1209,234,233,"Sunday",2018,2018-07-01,238
"8060",2019-02-25,"Citywide","Respiratory",228,779,165,329,1501,329,228,"Monday",2018,2018-07-01,239
"8067",2019-02-26,"Citywide","Respiratory",196,703,132,303,1334,303,196,"Tuesday",2018,2018-07-01,240
"8074",2019-02-27,"Citywide","Respiratory",193,651,143,295,1282,295,193,"Wednesday",2018,2018-07-01,241
"8081",2019-02-28,"Citywide","Respiratory",164,627,124,313,1228,313,164,"Thursday",2018,2018-07-01,242
"8088",2019-03-01,"Citywide","Respiratory",169,543,113,306,1131,306,169,"Friday",2018,2018-07-01,243
"8095",2019-03-02,"Citywide","Respiratory",181,511,99,242,1033,242,181,"Saturday",2018,2018-07-01,244
"8102",2019-03-03,"Citywide","Respiratory",203,574,144,274,1195,274,203,"Sunday",2018,2018-07-01,245
"8109",2019-03-04,"Citywide","Respiratory",192,661,156,308,1317,308,192,"Monday",2018,2018-07-01,246
"8116",2019-03-05,"Citywide","Respiratory",216,715,162,311,1404,311,216,"Tuesday",2018,2018-07-01,247
"8123",2019-03-06,"Citywide","Respiratory",189,624,155,297,1265,297,189,"Wednesday",2018,2018-07-01,248
"8130",2019-03-07,"Citywide","Respiratory",179,595,136,305,1215,305,179,"Thursday",2018,2018-07-01,249
"8137",2019-03-08,"Citywide","Respiratory",194,617,104,293,1208,293,194,"Friday",2018,2018-07-01,250
"8144",2019-03-09,"Citywide","Respiratory",173,486,130,264,1053,264,173,"Saturday",2018,2018-07-01,251
"8151",2019-03-10,"Citywide","Respiratory",188,486,141,230,1045,230,188,"Sunday",2018,2018-07-01,252
"8158",2019-03-11,"Citywide","Respiratory",211,733,183,350,1477,350,211,"Monday",2018,2018-07-01,253
"8165",2019-03-12,"Citywide","Respiratory",218,686,214,326,1444,326,218,"Tuesday",2018,2018-07-01,254
"8172",2019-03-13,"Citywide","Respiratory",223,653,193,295,1364,295,223,"Wednesday",2018,2018-07-01,255
"8179",2019-03-14,"Citywide","Respiratory",176,643,182,306,1307,306,176,"Thursday",2018,2018-07-01,256
"8186",2019-03-15,"Citywide","Respiratory",186,637,157,346,1326,346,186,"Friday",2018,2018-07-01,257
"8193",2019-03-16,"Citywide","Respiratory",197,542,154,272,1165,272,197,"Saturday",2018,2018-07-01,258
"8200",2019-03-17,"Citywide","Respiratory",217,538,166,274,1195,274,217,"Sunday",2018,2018-07-01,259
"8207",2019-03-18,"Citywide","Respiratory",221,707,228,356,1512,356,221,"Monday",2018,2018-07-01,260
"8214",2019-03-19,"Citywide","Respiratory",197,578,189,318,1282,318,197,"Tuesday",2018,2018-07-01,261
"8221",2019-03-20,"Citywide","Respiratory",190,609,174,306,1279,306,190,"Wednesday",2018,2018-07-01,262
"8228",2019-03-21,"Citywide","Respiratory",178,589,161,282,1210,282,178,"Thursday",2018,2018-07-01,263
"8235",2019-03-22,"Citywide","Respiratory",193,600,138,331,1262,331,193,"Friday",2018,2018-07-01,264
"8242",2019-03-23,"Citywide","Respiratory",192,531,146,244,1113,244,192,"Saturday",2018,2018-07-01,265
"8249",2019-03-24,"Citywide","Respiratory",221,496,177,240,1134,240,221,"Sunday",2018,2018-07-01,266
"8256",2019-03-25,"Citywide","Respiratory",232,701,252,352,1537,352,232,"Monday",2018,2018-07-01,267
"8263",2019-03-26,"Citywide","Respiratory",180,584,188,310,1262,310,180,"Tuesday",2018,2018-07-01,268
"8270",2019-03-27,"Citywide","Respiratory",192,576,169,290,1227,290,192,"Wednesday",2018,2018-07-01,269
"8277",2019-03-28,"Citywide","Respiratory",209,576,181,292,1258,292,209,"Thursday",2018,2018-07-01,270
"8284",2019-03-29,"Citywide","Respiratory",230,563,122,315,1230,315,230,"Friday",2018,2018-07-01,271
"8291",2019-03-30,"Citywide","Respiratory",199,468,143,257,1067,257,199,"Saturday",2018,2018-07-01,272
"8298",2019-03-31,"Citywide","Respiratory",228,525,183,264,1200,264,228,"Sunday",2018,2018-07-01,273
"8305",2019-04-01,"Citywide","Respiratory",216,616,218,324,1374,324,216,"Monday",2018,2018-07-01,274
"8312",2019-04-02,"Citywide","Respiratory",220,622,178,303,1323,303,220,"Tuesday",2018,2018-07-01,275
"8319",2019-04-03,"Citywide","Respiratory",174,615,146,280,1215,280,174,"Wednesday",2018,2018-07-01,276
"8326",2019-04-04,"Citywide","Respiratory",214,534,150,274,1172,274,214,"Thursday",2018,2018-07-01,277
"8333",2019-04-05,"Citywide","Respiratory",184,565,130,301,1180,301,184,"Friday",2018,2018-07-01,278
"8340",2019-04-06,"Citywide","Respiratory",219,495,149,246,1109,246,219,"Saturday",2018,2018-07-01,279
"8347",2019-04-07,"Citywide","Respiratory",258,491,173,258,1180,258,258,"Sunday",2018,2018-07-01,280
"8354",2019-04-08,"Citywide","Respiratory",221,680,239,388,1528,388,221,"Monday",2018,2018-07-01,281
"8361",2019-04-09,"Citywide","Respiratory",210,623,188,338,1359,338,210,"Tuesday",2018,2018-07-01,282
"8368",2019-04-10,"Citywide","Respiratory",218,600,197,332,1347,332,218,"Wednesday",2018,2018-07-01,283
"8375",2019-04-11,"Citywide","Respiratory",204,530,187,264,1185,264,204,"Thursday",2018,2018-07-01,284
"8382",2019-04-12,"Citywide","Respiratory",172,544,136,280,1132,280,172,"Friday",2018,2018-07-01,285
"8389",2019-04-13,"Citywide","Respiratory",194,490,119,272,1075,272,194,"Saturday",2018,2018-07-01,286
"8396",2019-04-14,"Citywide","Respiratory",221,492,155,265,1133,265,221,"Sunday",2018,2018-07-01,287
"8403",2019-04-15,"Citywide","Respiratory",210,621,204,342,1377,342,210,"Monday",2018,2018-07-01,288
"8410",2019-04-16,"Citywide","Respiratory",194,560,203,286,1243,286,194,"Tuesday",2018,2018-07-01,289
"8417",2019-04-17,"Citywide","Respiratory",193,514,133,303,1143,303,193,"Wednesday",2018,2018-07-01,290
"8424",2019-04-18,"Citywide","Respiratory",187,576,102,278,1143,278,187,"Thursday",2018,2018-07-01,291
"8431",2019-04-19,"Citywide","Respiratory",204,472,117,313,1106,313,204,"Friday",2018,2018-07-01,292
"8438",2019-04-20,"Citywide","Respiratory",198,462,125,235,1020,235,198,"Saturday",2018,2018-07-01,293
"8445",2019-04-21,"Citywide","Respiratory",216,421,122,248,1007,248,216,"Sunday",2018,2018-07-01,294
"8452",2019-04-22,"Citywide","Respiratory",185,628,110,351,1274,351,185,"Monday",2018,2018-07-01,295
"8459",2019-04-23,"Citywide","Respiratory",177,554,113,335,1179,335,177,"Tuesday",2018,2018-07-01,296
"8466",2019-04-24,"Citywide","Respiratory",239,541,118,276,1174,276,239,"Wednesday",2018,2018-07-01,297
"8473",2019-04-25,"Citywide","Respiratory",182,536,100,283,1101,283,182,"Thursday",2018,2018-07-01,298
"8480",2019-04-26,"Citywide","Respiratory",172,528,84,288,1072,288,172,"Friday",2018,2018-07-01,299
"8487",2019-04-27,"Citywide","Respiratory",196,478,99,239,1012,239,196,"Saturday",2018,2018-07-01,300
"8494",2019-04-28,"Citywide","Respiratory",214,478,91,260,1043,260,214,"Sunday",2018,2018-07-01,301
"8501",2019-04-29,"Citywide","Respiratory",207,619,140,313,1279,313,207,"Monday",2018,2018-07-01,302
"8508",2019-04-30,"Citywide","Respiratory",191,606,131,298,1226,298,191,"Tuesday",2018,2018-07-01,303
"8515",2019-05-01,"Citywide","Respiratory",169,567,102,270,1108,270,169,"Wednesday",2018,2018-07-01,304
"8522",2019-05-02,"Citywide","Respiratory",174,566,108,274,1122,274,174,"Thursday",2018,2018-07-01,305
"8529",2019-05-03,"Citywide","Respiratory",195,514,106,303,1118,303,195,"Friday",2018,2018-07-01,306
"8536",2019-05-04,"Citywide","Respiratory",157,437,85,264,943,264,157,"Saturday",2018,2018-07-01,307
"8543",2019-05-05,"Citywide","Respiratory",155,442,104,233,934,233,155,"Sunday",2018,2018-07-01,308
"8550",2019-05-06,"Citywide","Respiratory",170,603,142,321,1236,321,170,"Monday",2018,2018-07-01,309
"8557",2019-05-07,"Citywide","Respiratory",173,606,177,295,1251,295,173,"Tuesday",2018,2018-07-01,310
"8564",2019-05-08,"Citywide","Respiratory",149,565,145,278,1137,278,149,"Wednesday",2018,2018-07-01,311
"8571",2019-05-09,"Citywide","Respiratory",188,524,156,269,1137,269,188,"Thursday",2018,2018-07-01,312
"8578",2019-05-10,"Citywide","Respiratory",166,490,119,300,1075,300,166,"Friday",2018,2018-07-01,313
"8585",2019-05-11,"Citywide","Respiratory",187,458,115,248,1008,248,187,"Saturday",2018,2018-07-01,314
"8592",2019-05-12,"Citywide","Respiratory",177,449,139,216,981,216,177,"Sunday",2018,2018-07-01,315
"8599",2019-05-13,"Citywide","Respiratory",180,685,212,283,1360,283,180,"Monday",2018,2018-07-01,316
"8606",2019-05-14,"Citywide","Respiratory",209,605,164,350,1328,350,209,"Tuesday",2018,2018-07-01,317
"8613",2019-05-15,"Citywide","Respiratory",200,595,156,311,1262,311,200,"Wednesday",2018,2018-07-01,318
"8620",2019-05-16,"Citywide","Respiratory",200,563,153,319,1235,319,200,"Thursday",2018,2018-07-01,319
"8627",2019-05-17,"Citywide","Respiratory",202,536,153,313,1204,313,202,"Friday",2018,2018-07-01,320
"8634",2019-05-18,"Citywide","Respiratory",172,467,128,240,1007,240,172,"Saturday",2018,2018-07-01,321
"8641",2019-05-19,"Citywide","Respiratory",210,518,172,284,1184,284,210,"Sunday",2018,2018-07-01,322
"8648",2019-05-20,"Citywide","Respiratory",238,599,204,363,1404,363,238,"Monday",2018,2018-07-01,323
"8655",2019-05-21,"Citywide","Respiratory",217,553,180,296,1246,296,217,"Tuesday",2018,2018-07-01,324
"8662",2019-05-22,"Citywide","Respiratory",183,608,143,299,1233,299,183,"Wednesday",2018,2018-07-01,325
"8669",2019-05-23,"Citywide","Respiratory",227,542,145,300,1214,300,227,"Thursday",2018,2018-07-01,326
"8676",2019-05-24,"Citywide","Respiratory",194,546,146,334,1220,334,194,"Friday",2018,2018-07-01,327
"8683",2019-05-25,"Citywide","Respiratory",230,440,136,236,1042,236,230,"Saturday",2018,2018-07-01,328
"8690",2019-05-26,"Citywide","Respiratory",186,510,134,291,1121,291,186,"Sunday",2018,2018-07-01,329
"8697",2019-05-27,"Citywide","Respiratory",247,529,132,283,1191,283,247,"Monday",2018,2018-07-01,330
"8704",2019-05-28,"Citywide","Respiratory",219,613,177,346,1355,346,219,"Tuesday",2018,2018-07-01,331
"8711",2019-05-29,"Citywide","Respiratory",171,596,138,294,1199,294,171,"Wednesday",2018,2018-07-01,332
"8718",2019-05-30,"Citywide","Respiratory",174,518,117,306,1115,306,174,"Thursday",2018,2018-07-01,333
